chromosome,gene_id,gene_name,start_bp,end_bp,strand,essential_status,feature_type,source_file,source_sheet
chrVII,S000003074,MLC1,306560,307009,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003075,RMD9,304333,306273,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003076,YGL108C,303649,304071,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003077,YGL109W,303513,303836,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000028520,MHF2,169366,169608,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003078,CUE3,301537,303411,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003079,NSA1,299978,301369,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003080,TAF6,298178,299728,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003081,SLD3,295932,297938,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003082,YGL114W,293460,295637,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002357,GGC1,103649,104551,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001801,PTR2,615730,617535,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003083,SNF4,292033,293001,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003084,CDC20,289809,291641,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003085,ARO5,288512,289309,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003086,YGL118C,288014,288451,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003087,COQ8,284442,285947,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003088,PRP43,281634,283937,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003089,GPG1,280777,281157,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003090,NAB2,278946,280523,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003091,RPS2,277617,278381,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003092,MON1,274780,276714,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003093,MET13,272520,274322,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003094,SCS3,270997,272139,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003311,YGR079W,640720,641832,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003312,TWF1,642010,643008,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003313,SLX9,643148,643780,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003314,TOM20,644044,644595,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003315,GCD2,644860,646815,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003316,MRP13,647123,648142,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003317,RPL11B,648383,648907,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003318,PIL1,649598,650617,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000028521,LSO2,836387,836665,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003319,PDC6,651290,652981,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003320,CTT1,654634,656322,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003321,NNF2,656960,659770,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003322,UTP22,662358,666071,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002376,TIM22,67983,68606,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003323,PRP31,666341,667825,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003324,DBF2,668189,669907,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003325,DRN1,670388,671911,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003326,VAS1,672186,675500,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003327,RRP46,675671,676342,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003328,TPC1,676621,677565,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003329,ASK10,678695,682135,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003330,ESP1,682566,687458,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003331,TEL2,687899,689965,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003332,MDR1,690245,693097,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003333,PCP1,693363,694403,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003334,GTF1,694584,695135,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002358,YDL199C,101290,103353,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002359,MGT1,100501,101067,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002360,TRM8,99561,100421,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002361,MRPL11,98475,99224,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002362,ACK1,96082,97953,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002363,RTN2,94605,95786,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002364,HEM3,92762,93745,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002365,YCX1,90176,92464,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002366,GLE1,88248,89864,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002367,NHP2,87512,87982,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002368,CWC2,86207,87226,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002369,UGA4,84270,85985,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003538,PRE3,435163,435926,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003538,S000003538,435228,435343,+,Essential,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002370,YDL211C,79294,80412,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002371,SHR3,78426,79058,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002372,NOP6,77289,77966,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002373,PRR2,74446,76545,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002374,GDH2,70640,73918,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002375,RRI1,68997,70319,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118403,ARS1109,329682,329930,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002377,YDL218W,66493,67446,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002378,DTD1,65242,65765,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002378,S000002378,65307,65377,+,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002379,CDC13,62244,65018,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002380,YDL221W,62011,62562,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002381,FMP45,60872,61801,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002382,HBT1,57265,60405,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002388,SSB1,44065,45906,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002383,WHI4,54397,56346,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002384,SHS1,52445,54100,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002385,GCS1,51115,52173,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002386,HO,46271,48031,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002387,YDL228C,45277,45918,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002389,PTP1,42700,43707,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002390,BRE4,38867,42244,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002391,OST4,38487,38597,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002392,MFG1,36797,38173,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002393,GYP7,34237,36477,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002394,YPD1,33415,33918,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002395,PHO13,32296,33234,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002396,AIM6,30657,31829,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002397,GUD1,28985,30454,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002398,ADY3,26403,28775,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002399,LRG1,22823,25876,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002400,YDL241W,20635,21006,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002401,YDL242W,18959,19312,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003194,OST5,72749,73158,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003194,S000003194,72989,73137,-,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002402,AAD4,17577,18566,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002403,THI13,16204,17226,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002404,HXT15,11657,13360,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002405,SOR2,8683,9756,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002406,MPH2,5985,7814,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002421,RAD61,474046,475989,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002407,COS7,1802,2953,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002408,NTH1,450220,452475,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002409,YRB1,453045,453650,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002410,RCR2,454122,454754,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002411,RAD57,455201,456583,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002412,MAF1,456836,458103,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002412,S000002412,458018,458097,-,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002422,YDR015C,477960,478199,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002413,SOK1,458542,461247,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002414,TRP1,461842,462516,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002415,YDR008C,462252,462602,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002416,GAL3,463434,464996,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002417,YDR010C,465051,465383,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002418,SNQ2,465919,470424,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002419,RPL4B,471853,472941,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002420,PSF1,473157,473783,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002424,KCS1,479115,482267,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002425,MLG1,482670,483860,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002426,GCV1,484163,485365,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002427,DAS2,485746,486444,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002428,FAL1,486804,488003,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002429,ATG31,488072,488662,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002430,SES1,489508,490896,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002431,FYV1,491017,491502,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002432,RPS11A,491515,492324,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002432,S000002432,491560,491898,+,Ambiguous,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002433,NSI1,492556,494268,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002434,VPS54,494649,497318,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003008,HEM2,419527,420555,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002435,REG1,497835,500879,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002436,YDR029W,501100,501414,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002437,RAD28,501753,503273,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002438,MIX14,503498,503863,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002990,STT3,452404,454560,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002991,PIB2,450197,452104,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002993,PGD1,448764,449957,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002994,TRP5,446412,448535,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002995,CWH41,443642,446143,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002996,SCW11,441281,442909,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002997,CGR1,440063,440425,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002998,RPL30,439091,439638,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002998,S000002998,439094,439323,+,Essential,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002999,RPL24A,437467,437934,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002999,S000002999,437942,438397,-,Ambiguous,five_prime_UTR_intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003003,MIG1,431548,433062,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003004,VIR1,428601,431330,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003005,PNC1,427297,427947,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003006,OCH1,425362,426804,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003007,YGL039W,423961,425007,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003009,YGL041C,419022,419225,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003010,YGL042C,418288,418593,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002205,SIT4,369771,370706,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002206,STP4,366739,368211,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002207,KNH1,365068,365874,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002208,YDL050C,364446,364817,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002209,LHP1,363952,364779,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003011,DST1,417483,418412,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003012,RNA15,416146,417036,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003013,RIM8,414102,415730,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003015,ALG13,411552,412160,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003016,RPT6,410069,411286,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003017,TIF4632,406860,409604,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003018,TYW3,405776,406597,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003028,YBP2,390065,391990,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003023,OLE1,398628,400160,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003024,SDS23,396035,397618,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003025,GEP7,394966,395829,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003026,RAD6,393986,394504,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003027,PKP2,392223,393698,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003195,MTC3,73340,73711,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003030,PYC1,385196,388732,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003031,PUS2,383654,384766,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003032,MRH4,381523,383208,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000028523,LSO1,448477,448758,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003033,ALG2,379760,381271,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118404,ARS1112,388970,389264,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003034,SGF73,377609,379582,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003035,NPY1,376101,377255,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003036,MNP1,375087,375671,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003037,YGL069C,375050,375514,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000028524,YKL068W-A,309206,309442,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003039,AFT1,372012,374084,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118405,ARS1113,417185,417417,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001804,ESL2,626793,630380,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001805,PCK1,631152,632801,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001806,UBP11,633026,635179,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001807,BAS1,635851,638286,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001808,SKG1,638901,639968,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118406,ARS1114,448020,448254,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001809,SIR1,640540,642504,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001810,FLO10,646356,649865,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001811,NFT1,653080,656736,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003209,DOC1,48613,49365,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001812,YKR104W,656836,657756,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001828,YFL066C,1437,2615,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001813,VBA5,658716,660464,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001814,GEX2,661442,663289,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000001817,YAL065C,11565,11951,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrI,S000001821,YAR030C,186512,186853,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001826,YFL068W,53,535,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001827,YFL067W,836,1363,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002837,TIF35,1324477,1325301,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001829,YFL065C,3030,3338,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118407,ARS1116,517017,517265,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001832,COS4,6426,7565,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001834,SNO3,10301,10969,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001835,SNZ3,11363,12259,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001836,THI5,12929,13951,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001839,AGP3,17004,18680,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118408,ARS1118,581833,582070,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001840,AQY3,20847,22787,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
